Date,Price,Open,High,Low,Vol,Change %
1997-07-23,0.5383,0.5335,0.541,0.531,5.63K,1.03%
1997-07-22,0.5328,0.53,0.536,0.527,5.82K,0.74%
1997-07-21,0.5289,0.5285,0.5295,0.523,7.69K,0.42%
1997-07-18,0.5267,0.5445,0.5445,0.5225,12.41K,-3.06%
1997-07-17,0.5433,0.533,0.549,0.532,11.51K,1.84%
1997-07-16,0.5335,0.536,0.537,0.5305,5.81K,-0.52%
1997-07-15,0.5363,0.5245,0.539,0.523,7.08K,2.13%
1997-07-14,0.5251,0.533,0.5335,0.522,9.19K,-0.92%
1997-07-11,0.53,0.526,0.533,0.525,4.20K,0.40%
1997-07-10,0.5279,0.533,0.5334,0.525,5.89K,-0.96%
1997-07-09,0.533,0.537,0.54,0.528,6.25K,-0.82%
1997-07-08,0.5374,0.534,0.541,0.5335,3.83K,0.54%
1997-07-07,0.5345,0.535,0.536,0.53,2.17K,0.26%
1997-07-03,0.5331,0.551,0.552,0.532,3.42K,-3.81%
1997-07-02,0.5542,0.5485,0.557,0.547,5.60K,0.20%
1997-07-01,0.5531,0.548,0.555,0.544,4.03K,2.71%
1997-06-30,0.5385,0.53,0.542,0.53,14.39K,0.71%
1997-06-27,0.5347,0.523,0.536,0.523,18.00K,2.39%
1997-06-26,0.5222,0.53,0.5305,0.521,10.28K,-1.79%
1997-06-25,0.5317,0.519,0.536,0.5175,12.42K,2.53%
1997-06-24,0.5186,0.5235,0.5275,0.5175,8.98K,-0.61%
1997-06-23,0.5218,0.5195,0.523,0.515,8.47K,1.20%
1997-06-20,0.5156,0.5185,0.5195,0.511,7.85K,-0.39%
1997-06-19,0.5176,0.52,0.523,0.515,11.30K,-0.27%
1997-06-18,0.519,0.524,0.5285,0.516,8.87K,-1.87%
1997-06-17,0.5289,0.524,0.5345,0.524,4.34K,1.01%
1997-06-16,0.5236,0.522,0.5275,0.519,5.21K,0.42%
1997-06-13,0.5214,0.5255,0.53,0.52,4.15K,-0.31%
1997-06-12,0.523,0.5225,0.5245,0.5195,5.94K,0.38%
1997-06-11,0.521,0.523,0.532,0.518,7.73K,-0.55%
1997-06-10,0.5239,0.5225,0.529,0.5175,5.36K,0.34%
1997-06-09,0.5221,0.5255,0.5275,0.52,9.22K,-0.29%
1997-06-06,0.5236,0.5425,0.544,0.5225,10.21K,-2.62%
1997-06-05,0.5377,0.547,0.547,0.537,6.54K,-1.74%
1997-06-04,0.5472,0.5505,0.5515,0.5423,6.84K,-0.74%
1997-06-03,0.5513,0.567,0.567,0.55,4.59K,-2.84%
1997-06-02,0.5674,0.561,0.5695,0.56,2.70K,1.61%
1997-05-30,0.5584,0.56,0.562,0.556,16.50K,-0.32%
1997-05-29,0.5602,0.5545,0.567,0.548,20.16K,1.28%
1997-05-28,0.5531,0.5525,0.558,0.5515,9.04K,0.16%
1997-05-27,0.5522,0.5715,0.5715,0.549,18.01K,-3.93%
1997-05-23,0.5748,0.5785,0.58,0.573,7.52K,-0.64%
1997-05-22,0.5785,0.5755,0.5815,0.574,7.44K,0.29%
1997-05-21,0.5768,0.577,0.58,0.5675,9.27K,0.02%
1997-05-20,0.5767,0.5805,0.586,0.575,6.97K,-0.65%
1997-05-19,0.5805,0.583,0.585,0.5785,4.57K,-0.89%
1997-05-16,0.5857,0.566,0.5895,0.564,8.86K,3.43%
1997-05-15,0.5663,0.5665,0.572,0.5625,8.79K,0.00%
1997-05-14,0.5663,0.5665,0.567,0.5566,6.17K,-0.04%
1997-05-13,0.5665,0.567,0.568,0.5615,9.79K,-0.14%
1997-05-12,0.5673,0.5455,0.568,0.5455,6.87K,3.71%
1997-05-09,0.547,0.5465,0.5495,0.542,5.77K,0.18%
1997-05-08,0.546,0.5355,0.547,0.5335,6.55K,2.32%
1997-05-07,0.5336,0.5445,0.5445,0.532,5.96K,-0.34%
1997-05-06,0.5354,0.5325,0.5405,0.5305,4.23K,0.66%
1997-05-05,0.5319,0.5315,0.539,0.53,1.97K,-0.02%
1997-05-02,0.532,0.5425,0.5435,0.53,6.61K,-1.95%
1997-05-01,0.5426,0.5475,0.551,0.5425,6.40K,-1.20%
1997-04-30,0.5492,0.549,0.5535,0.545,18.51K,-0.16%
1997-04-29,0.5501,0.535,0.555,0.535,23.51K,2.48%
1997-04-28,0.5368,0.538,0.5405,0.5345,8.99K,-0.19%
1997-04-25,0.5378,0.5405,0.546,0.5365,10.36K,-0.55%
1997-04-24,0.5408,0.533,0.542,0.531,9.82K,1.41%
1997-04-23,0.5333,0.529,0.535,0.527,9.14K,0.77%
1997-04-22,0.5292,0.5382,0.5415,0.528,8.76K,-1.67%
1997-04-21,0.5382,0.534,0.543,0.534,6.90K,0.88%
1997-04-18,0.5335,0.531,0.538,0.531,9.50K,0.68%
1997-04-17,0.5299,0.5255,0.534,0.5235,9.00K,0.61%
1997-04-16,0.5267,0.5335,0.5367,0.524,9.68K,-2.26%
1997-04-15,0.5389,0.54,0.5445,0.534,8.04K,-0.30%
1997-04-14,0.5405,0.5355,0.5425,0.5355,8.00K,0.95%
1997-04-11,0.5354,0.538,0.541,0.531,7.60K,-0.98%
1997-04-10,0.5407,0.526,0.544,0.522,11.01K,2.54%
1997-04-09,0.5273,0.5285,0.533,0.525,6.80K,0.21%
1997-04-08,0.5262,0.527,0.531,0.5235,9.70K,0.08%
1997-04-07,0.5258,0.5295,0.535,0.525,6.45K,-0.11%
1997-04-04,0.5264,0.5295,0.535,0.5225,6.08K,-0.85%
1997-04-03,0.5309,0.5285,0.5345,0.526,8.94K,1.07%
1997-04-02,0.5253,0.538,0.5445,0.524,9.08K,-2.63%
1997-04-01,0.5395,0.544,0.546,0.5385,4.86K,-0.86%
1997-03-31,0.5442,0.5505,0.555,0.542,16.36K,-1.11%
1997-03-27,0.5503,0.5461,0.5535,0.544,12.36K,0.79%
1997-03-26,0.546,0.5595,0.565,0.545,13.78K,-2.47%
1997-03-25,0.5598,0.553,0.5635,0.5525,13.38K,1.19%
1997-03-24,0.5532,0.5595,0.56,0.55,9.81K,-0.95%
1997-03-21,0.5585,0.56,0.5645,0.5555,6.97K,-0.32%
1997-03-20,0.5603,0.5625,0.567,0.555,7.22K,-0.59%
1997-03-19,0.5636,0.5645,0.5725,0.558,6.10K,0.30%
1997-03-18,0.5619,0.5446,0.565,0.543,6.51K,3.18%
1997-03-17,0.5446,0.556,0.558,0.5425,4.76K,-1.61%
1997-03-14,0.5535,0.5465,0.556,0.5465,5.01K,1.41%
1997-03-13,0.5458,0.545,0.5525,0.5435,5.53K,0.13%
1997-03-12,0.5451,0.5335,0.549,0.531,9.90K,2.23%
1997-03-11,0.5332,0.538,0.539,0.5305,8.10K,-0.58%
1997-03-10,0.5363,0.5457,0.547,0.5355,6.98K,-1.65%
1997-03-07,0.5453,0.5415,0.5475,0.5365,6.33K,1.66%
1997-03-06,0.5364,0.531,0.542,0.5255,5.69K,1.53%
1997-03-05,0.5283,0.532,0.5389,0.526,6.86K,-1.03%
1997-03-04,0.5338,0.528,0.5395,0.525,5.77K,1.21%
1997-03-03,0.5274,0.531,0.533,0.5215,4.21K,-1.31%
1997-02-28,0.5344,0.5455,0.5455,0.533,19.52K,-2.11%
1997-02-27,0.5459,0.5535,0.555,0.545,14.15K,-1.21%
1997-02-26,0.5526,0.554,0.561,0.5455,12.06K,-0.43%
1997-02-25,0.555,0.5465,0.5595,0.545,12.67K,1.67%
1997-02-24,0.5459,0.5662,0.5662,0.545,10.90K,-3.59%
1997-02-21,0.5662,0.567,0.573,0.562,8.68K,-0.30%
1997-02-20,0.5679,0.583,0.584,0.567,8.26K,-2.57%
1997-02-19,0.5829,0.582,0.587,0.5785,6.10K,0.53%
1997-02-18,0.5798,0.5825,0.587,0.571,9.33K,-1.44%
1997-02-14,0.5883,0.5845,0.59,0.579,6.01K,1.26%
1997-02-13,0.581,0.586,0.5895,0.5765,8.90K,-1.06%
1997-02-12,0.5872,0.5975,0.6075,0.5835,14.25K,-1.61%
1997-02-11,0.5968,0.5985,0.601,0.59,7.89K,-0.33%
1997-02-10,0.5988,0.5915,0.6,0.578,12.72K,1.37%
1997-02-07,0.5907,0.598,0.607,0.59,9.51K,-1.44%
1997-02-06,0.5993,0.6145,0.615,0.591,11.94K,-2.55%
1997-02-05,0.615,0.6195,0.624,0.614,6.55K,-0.66%
1997-02-04,0.6191,0.6275,0.632,0.614,11.31K,-1.39%
1997-02-03,0.6278,0.63,0.633,0.627,4.66K,-5.11%
1997-01-31,0.6616,0.679,0.6806,0.658,24.61K,-2.79%
1997-01-30,0.6806,0.671,0.684,0.669,21.58K,1.48%
1997-01-29,0.6707,0.6565,0.6725,0.6565,16.58K,2.23%
1997-01-28,0.6561,0.659,0.662,0.6545,9.58K,-0.30%
1997-01-27,0.6581,0.657,0.6665,0.6435,13.18K,0.20%
1997-01-24,0.6568,0.655,0.661,0.6515,11.04K,0.24%
1997-01-23,0.6552,0.66,0.67,0.653,8.97K,-0.86%
1997-01-22,0.6609,0.6525,0.662,0.6505,9.58K,1.35%
1997-01-21,0.6521,0.663,0.663,0.6485,12.27K,-1.30%
1997-01-20,0.6607,0.672,0.672,0.66,10.04K,-1.67%
1997-01-17,0.6719,0.681,0.6825,0.67,8.47K,-1.60%
1997-01-16,0.6828,0.695,0.696,0.682,7.05K,-1.92%
1997-01-15,0.6962,0.681,0.697,0.6665,12.24K,2.44%
1997-01-14,0.6796,0.683,0.685,0.674,8.86K,-0.45%
1997-01-13,0.6827,0.707,0.716,0.681,12.46K,-2.72%
1997-01-10,0.7018,0.708,0.7115,0.7005,7.32K,-0.99%
1997-01-09,0.7088,0.71,0.718,0.703,8.42K,-0.48%
1997-01-08,0.7122,0.704,0.715,0.695,8.90K,1.11%
1997-01-07,0.7044,0.7105,0.7145,0.7,6.03K,-1.03%
1997-01-06,0.7117,0.699,0.717,0.696,9.46K,3.03%
1997-01-03,0.6908,0.692,0.696,0.685,3.15K,-0.85%
1997-01-02,0.6967,0.695,0.701,0.69,5.01K,-3.33%
1996-12-31,0.7207,0.7,0.7225,0.698,13.12K,2.88%
1996-12-30,0.7005,0.701,0.7095,0.697,13.95K,-0.11%
1996-12-27,0.7013,0.701,0.709,0.6985,11.21K,0.65%
1996-12-26,0.6968,0.702,0.705,0.69,10.30K,-1.37%
1996-12-24,0.7065,0.7,0.7105,0.699,4.48K,0.57%
1996-12-23,0.7025,0.7155,0.7175,0.7,7.99K,-2.36%
1996-12-20,0.7195,0.724,0.7275,0.717,10.06K,-0.90%
1996-12-19,0.726,0.7285,0.732,0.719,13.29K,-0.32%
1996-12-18,0.7283,0.7255,0.732,0.7105,10.84K,0.73%
1996-12-17,0.723,0.733,0.733,0.721,11.78K,-1.26%
1996-12-16,0.7322,0.7075,0.74,0.705,13.62K,4.02%
1996-12-13,0.7039,0.6799,0.705,0.6799,9.61K,3.53%
1996-12-12,0.6799,0.668,0.6815,0.666,9.79K,1.98%
1996-12-11,0.6667,0.6905,0.6905,0.662,17.33K,-3.52%
1996-12-10,0.691,0.7095,0.7125,0.69,12.72K,-2.92%
1996-12-09,0.7118,0.725,0.725,0.705,9.83K,-2.40%
1996-12-06,0.7293,0.7345,0.735,0.7155,7.23K,-0.30%
1996-12-05,0.7315,0.7165,0.7325,0.7165,6.84K,2.21%
1996-12-04,0.7157,0.714,0.722,0.71,6.41K,-0.33%
1996-12-03,0.7181,0.7145,0.721,0.7015,6.95K,0.48%
1996-12-02,0.7147,0.6955,0.716,0.684,5.90K,-0.29%
1996-11-27,0.7168,0.71,0.72,0.7025,0.24K,1.06%
1996-11-26,0.7093,0.715,0.721,0.7025,18.94K,-0.77%
1996-11-25,0.7148,0.72,0.733,0.713,13.58K,-1.05%
1996-11-22,0.7224,0.7335,0.7425,0.72,16.69K,-1.32%
1996-11-21,0.7321,0.717,0.733,0.715,20.17K,2.42%
1996-11-20,0.7148,0.7265,0.744,0.714,20.17K,-2.12%
1996-11-19,0.7303,0.7125,0.732,0.7085,11.12K,2.38%
1996-11-18,0.7133,0.72,0.72,0.711,5.39K,-0.93%
1996-11-15,0.72,0.727,0.728,0.714,9.61K,-1.06%
1996-11-14,0.7277,0.708,0.73,0.706,15.02K,2.52%
1996-11-13,0.7098,0.6835,0.711,0.6835,11.87K,3.94%
1996-11-12,0.6829,0.684,0.686,0.6785,6.60K,-0.10%
1996-11-11,0.6836,0.69,0.699,0.681,8.09K,-0.47%
1996-11-08,0.6868,0.668,0.6875,0.6665,7.34K,3.09%
1996-11-07,0.6662,0.6655,0.676,0.6615,9.24K,0.66%
1996-11-06,0.6618,0.6525,0.6735,0.6525,7.26K,1.53%
1996-11-05,0.6518,0.655,0.6605,0.651,6.22K,-0.97%
1996-11-04,0.6582,0.657,0.6725,0.657,6.32K,-0.95%
1996-11-01,0.6645,0.664,0.6725,0.6505,5.22K,-0.60%
1996-10-31,0.6685,0.6945,0.702,0.663,34.39K,-2.92%
1996-10-30,0.6886,0.7,0.7,0.6815,27.11K,-1.59%
1996-10-29,0.6997,0.713,0.715,0.695,17.99K,-2.21%
1996-10-28,0.7155,0.7175,0.727,0.707,14.05K,-0.17%
1996-10-25,0.7167,0.7055,0.7195,0.7025,14.28K,1.78%
1996-10-24,0.7042,0.7055,0.7135,0.6905,19.68K,-0.65%
1996-10-23,0.7088,0.732,0.733,0.706,20.28K,-3.16%
1996-10-22,0.7319,0.7325,0.74,0.713,15.59K,-0.08%
1996-10-21,0.7325,0.7355,0.74,0.7295,8.64K,-0.58%
1996-10-18,0.7368,0.7185,0.738,0.7185,8.46K,2.38%
1996-10-17,0.7197,0.711,0.721,0.707,10.71K,1.08%
1996-10-16,0.712,0.735,0.739,0.705,18.64K,-2.10%
1996-10-15,0.7273,0.736,0.7375,0.7255,10.01K,-1.29%
1996-10-14,0.7368,0.7131,0.739,0.7131,9.52K,3.40%
1996-10-11,0.7126,0.708,0.7135,0.7055,10.35K,0.68%
1996-10-10,0.7078,0.7355,0.7365,0.7035,19.03K,-4.07%
1996-10-09,0.7378,0.759,0.763,0.733,15.57K,-2.51%
1996-10-08,0.7568,0.7535,0.7585,0.7415,14.90K,0.50%
1996-10-07,0.753,0.7325,0.754,0.7325,8.96K,3.14%
1996-10-04,0.7301,0.7305,0.739,0.724,10.84K,0.04%
1996-10-03,0.7298,0.707,0.731,0.706,14.18K,3.28%
1996-10-02,0.7066,0.6985,0.718,0.6985,16.15K,1.32%
1996-10-01,0.6974,0.696,0.7045,0.689,8.29K,-1.43%
1996-09-30,0.7075,0.714,0.718,0.704,23.43K,-0.45%
1996-09-27,0.7107,0.695,0.712,0.695,17.94K,1.27%
1996-09-26,0.7018,0.71,0.718,0.701,16.37K,-1.22%
1996-09-25,0.7105,0.695,0.714,0.688,18.22K,2.27%
1996-09-24,0.6947,0.6785,0.696,0.6724,12.82K,3.32%
1996-09-23,0.6724,0.672,0.674,0.664,10.44K,0.36%
1996-09-20,0.67,0.6625,0.672,0.659,9.25K,0.75%
1996-09-19,0.665,0.679,0.679,0.658,8.29K,-1.53%
1996-09-18,0.6753,0.6555,0.6775,0.653,9.15K,3.11%
1996-09-17,0.6549,0.653,0.666,0.6525,9.58K,0.28%
1996-09-16,0.6531,0.6745,0.6745,0.652,5.90K,-3.86%
1996-09-13,0.6793,0.69,0.7,0.675,7.99K,-1.75%
1996-09-12,0.6914,0.6835,0.696,0.6755,9.49K,1.45%
1996-09-11,0.6815,0.6655,0.6855,0.6655,6.97K,2.25%
1996-09-10,0.6665,0.6595,0.671,0.653,6.08K,1.06%
1996-09-09,0.6595,0.6657,0.6685,0.6535,5.88K,-0.56%
1996-09-06,0.6632,0.65,0.667,0.65,6.99K,1.98%
1996-09-05,0.6503,0.644,0.6535,0.639,4.63K,1.12%
1996-09-04,0.6431,0.6481,0.653,0.641,5.39K,-1.11%
1996-09-03,0.6503,0.6475,0.669,0.642,4.62K,3.03%
1996-08-30,0.6312,0.636,0.6395,0.6285,18.13K,-0.82%
1996-08-29,0.6364,0.62,0.6385,0.6195,22.27K,2.69%
1996-08-28,0.6197,0.6105,0.6245,0.6085,12.50K,1.51%
1996-08-27,0.6105,0.609,0.6175,0.6085,9.91K,0.07%
1996-08-26,0.6101,0.6195,0.621,0.6035,11.09K,-1.57%
1996-08-23,0.6198,0.623,0.627,0.619,7.39K,-0.80%
1996-08-22,0.6248,0.6105,0.626,0.6105,9.56K,2.33%
1996-08-21,0.6106,0.6155,0.618,0.609,8.72K,-1.02%
1996-08-20,0.6169,0.625,0.625,0.6151,5.31K,-1.39%
1996-08-19,0.6256,0.6155,0.6275,0.613,4.70K,1.53%
1996-08-16,0.6162,0.5985,0.618,0.5955,6.06K,2.94%
1996-08-15,0.5986,0.6045,0.6055,0.5965,4.63K,-0.91%
1996-08-14,0.6041,0.6035,0.611,0.601,6.97K,0.13%
1996-08-13,0.6033,0.601,0.604,0.593,6.00K,0.80%
1996-08-12,0.5985,0.59,0.6,0.587,3.85K,1.87%
1996-08-09,0.5875,0.589,0.589,0.5845,3.63K,-0.58%
1996-08-08,0.5909,0.585,0.595,0.5815,5.85K,1.27%
1996-08-07,0.5835,0.578,0.5845,0.5695,4.79K,1.60%
1996-08-06,0.5743,0.582,0.5825,0.569,3.94K,-1.39%
1996-08-05,0.5824,0.587,0.596,0.58,4.52K,-0.73%
1996-08-02,0.5867,0.575,0.5875,0.5715,3.78K,1.80%
1996-08-01,0.5763,0.5695,0.578,0.562,3.80K,1.62%
1996-07-31,0.5671,0.559,0.57,0.5585,14.95K,1.92%
1996-07-30,0.5564,0.553,0.559,0.55,12.49K,0.78%
1996-07-29,0.5521,0.5525,0.555,0.55,0.00K,-0.02%
1996-07-26,0.5522,0.5635,0.5635,0.549,11.93K,-2.13%
1996-07-25,0.5642,0.56,0.5675,0.56,6.42K,0.43%
1996-07-24,0.5618,0.5665,0.572,0.56,12.39K,-0.11%
1996-07-23,0.5624,0.562,0.565,0.5575,7.44K,0.30%
1996-07-22,0.5607,0.563,0.564,0.556,4.56K,-0.30%
1996-07-19,0.5624,0.568,0.573,0.561,6.18K,-1.18%
1996-07-18,0.5691,0.565,0.5705,0.56,4.83K,0.67%
1996-07-17,0.5653,0.5725,0.576,0.557,7.46K,-1.53%
1996-07-16,0.5741,0.5755,0.582,0.571,4.74K,-0.83%
1996-07-15,0.5789,0.5665,0.58,0.562,4.68K,1.67%
1996-07-12,0.5694,0.5725,0.5725,0.562,5.26K,-0.12%
1996-07-11,0.5701,0.56,0.571,0.56,5.85K,1.93%
1996-07-10,0.5593,0.555,0.563,0.5545,5.06K,0.59%
1996-07-09,0.556,0.55,0.557,0.549,5.88K,0.62%
1996-07-08,0.5526,0.553,0.5605,0.5445,4.75K,0.67%
1996-07-03,0.5489,0.548,0.553,0.5475,1.26K,0.57%
1996-07-02,0.5458,0.55,0.5535,0.545,3.79K,-1.44%
1996-07-01,0.5538,0.5407,0.5565,0.5407,4.64K,2.75%
1996-06-28,0.539,0.5385,0.5445,0.532,19.12K,0.24%
1996-06-27,0.5377,0.5255,0.545,0.5235,15.97K,2.38%
1996-06-26,0.5252,0.515,0.53,0.515,9.84K,1.98%
1996-06-25,0.515,0.5165,0.5176,0.513,5.29K,-0.44%
1996-06-24,0.5173,0.513,0.5215,0.5125,4.66K,-0.06%
1996-06-21,0.5176,0.5185,0.5225,0.517,5.22K,-0.17%
1996-06-20,0.5185,0.517,0.521,0.513,6.29K,0.78%
1996-06-19,0.5145,0.5265,0.529,0.511,10.05K,-2.67%
1996-06-18,0.5286,0.537,0.537,0.527,5.23K,-1.66%
1996-06-17,0.5375,0.5235,0.541,0.521,10.64K,3.25%
1996-06-14,0.5206,0.515,0.5225,0.512,3.78K,1.09%
1996-06-13,0.515,0.514,0.5155,0.512,4.04K,0.23%
1996-06-12,0.5138,0.5125,0.517,0.5115,2.86K,0.20%
1996-06-11,0.5128,0.5165,0.518,0.5105,2.81K,-1.12%
1996-06-10,0.5186,0.5195,0.5225,0.5175,3.03K,-0.58%
1996-06-07,0.5216,0.514,0.524,0.497,3.08K,1.46%
1996-06-06,0.5141,0.5125,0.516,0.504,4.58K,0.61%
1996-06-05,0.511,0.522,0.522,0.51,5.69K,-1.62%
1996-06-04,0.5194,0.515,0.522,0.515,3.85K,0.78%
1996-06-03,0.5154,0.5125,0.521,0.511,2.79K,0.92%
1996-05-31,0.5107,0.5145,0.517,0.5075,15.87K,-0.85%
1996-05-30,0.5151,0.531,0.531,0.513,14.64K,-2.94%
1996-05-29,0.5307,0.534,0.537,0.529,8.63K,-0.38%
1996-05-28,0.5327,0.54,0.5415,0.532,5.63K,-1.04%
1996-05-24,0.5383,0.5375,0.542,0.535,5.64K,0.67%
1996-05-23,0.5347,0.5425,0.545,0.5345,6.39K,-1.46%
1996-05-22,0.5426,0.529,0.5475,0.526,12.06K,2.45%
1996-05-21,0.5296,0.531,0.5365,0.5275,7.34K,-0.68%
1996-05-20,0.5332,0.51,0.5335,0.5,7.50K,3.86%
1996-05-17,0.5134,0.5185,0.521,0.5125,4.85K,-0.75%
1996-05-16,0.5173,0.535,0.535,0.5145,6.28K,-3.04%
1996-05-15,0.5335,0.536,0.5375,0.5295,5.46K,-0.48%
1996-05-14,0.5361,0.54,0.54,0.529,6.19K,-0.45%
1996-05-13,0.5385,0.532,0.539,0.5315,5.27K,1.45%
1996-05-10,0.5308,0.5355,0.5355,0.527,4.63K,0.64%
1996-05-09,0.5274,0.5285,0.532,0.5205,6.35K,-0.13%
1996-05-08,0.5281,0.522,0.5315,0.522,4.70K,0.44%
1996-05-07,0.5258,0.5235,0.53,0.5225,4.62K,0.40%
1996-05-06,0.5237,0.527,0.537,0.521,3.39K,-0.63%
1996-05-03,0.527,0.5205,0.531,0.5205,3.89K,0.98%
1996-05-02,0.5219,0.529,0.534,0.521,3.91K,-0.65%
1996-05-01,0.5253,0.528,0.53,0.52,5.11K,-4.65%
1996-04-30,0.5509,0.575,0.575,0.547,17.27K,-3.25%
1996-04-29,0.5694,0.5522,0.572,0.546,12.67K,2.89%
1996-04-26,0.5534,0.548,0.5565,0.541,9.63K,1.04%
1996-04-25,0.5477,0.546,0.556,0.538,11.59K,0.13%
1996-04-24,0.547,0.549,0.557,0.5435,8.36K,-0.11%
1996-04-23,0.5476,0.5328,0.551,0.5328,8.98K,2.85%
1996-04-22,0.5324,0.533,0.541,0.5225,8.79K,0.80%
1996-04-19,0.5282,0.5225,0.53,0.521,7.08K,0.61%
1996-04-18,0.525,0.5385,0.54,0.518,9.95K,-2.49%
1996-04-17,0.5384,0.551,0.5515,0.5235,7.37K,-1.93%
1996-04-16,0.549,0.57,0.5795,0.543,9.24K,-3.79%
1996-04-15,0.5706,0.557,0.575,0.556,6.22K,0.96%
1996-04-12,0.5652,0.588,0.5885,0.553,6.34K,-4.15%
1996-04-11,0.5897,0.567,0.591,0.565,8.55K,3.24%
1996-04-10,0.5712,0.56,0.572,0.5566,7.75K,2.62%
1996-04-09,0.5566,0.5525,0.5605,0.5495,7.30K,0.76%
1996-04-08,0.5524,0.544,0.5645,0.543,8.90K,1.53%
1996-04-04,0.5441,0.537,0.5455,0.5365,4.24K,1.10%
1996-04-03,0.5382,0.547,0.549,0.5375,5.84K,-2.04%
1996-04-02,0.5494,0.542,0.5515,0.542,6.40K,1.52%
1996-04-01,0.5412,0.529,0.5425,0.529,5.03K,-4.63%
1996-03-29,0.5675,0.565,0.572,0.559,16.49K,0.25%
1996-03-28,0.5661,0.5825,0.5825,0.563,15.81K,-2.78%
1996-03-27,0.5823,0.5775,0.595,0.5775,15.64K,0.73%
1996-03-26,0.5781,0.576,0.5825,0.5685,11.54K,0.47%
1996-03-25,0.5754,0.565,0.5785,0.56,8.27K,1.59%
1996-03-22,0.5664,0.555,0.57,0.55,13.31K,2.33%
1996-03-21,0.5535,0.56,0.561,0.545,10.78K,-0.43%
1996-03-20,0.5559,0.5496,0.572,0.547,11.51K,1.15%
1996-03-19,0.5496,0.5439,0.5525,0.539,7.25K,1.31%
1996-03-18,0.5425,0.528,0.551,0.528,10.94K,2.80%
1996-03-15,0.5277,0.52,0.529,0.51,7.86K,1.93%
1996-03-14,0.5177,0.515,0.519,0.508,6.69K,0.23%
1996-03-13,0.5165,0.516,0.524,0.5115,7.33K,0.25%
1996-03-12,0.5152,0.511,0.516,0.507,7.18K,0.78%
1996-03-11,0.5112,0.499,0.512,0.498,5.99K,2.04%
1996-03-08,0.501,0.5035,0.505,0.499,4.37K,-0.48%
1996-03-07,0.5034,0.505,0.5065,0.499,5.56K,-0.04%
1996-03-06,0.5036,0.497,0.506,0.492,4.52K,1.39%
1996-03-05,0.4967,0.492,0.4975,0.49,3.99K,1.14%
1996-03-04,0.4911,0.5025,0.5025,0.4865,5.17K,-2.17%
1996-03-01,0.502,0.508,0.51,0.497,5.13K,-7.70%
1996-02-29,0.5439,0.536,0.545,0.53,15.48K,1.76%
1996-02-28,0.5345,0.5475,0.548,0.527,18.61K,-2.78%
1996-02-27,0.5498,0.5435,0.556,0.542,18.30K,1.18%
1996-02-26,0.5434,0.533,0.544,0.529,11.47K,2.10%
1996-02-23,0.5322,0.543,0.553,0.53,15.36K,-2.04%
1996-02-22,0.5433,0.542,0.545,0.5375,11.37K,0.17%
1996-02-21,0.5424,0.527,0.545,0.52,14.05K,2.92%
1996-02-20,0.527,0.5225,0.529,0.51,12.02K,1.86%
1996-02-16,0.5174,0.519,0.52,0.5125,6.89K,-0.33%
1996-02-15,0.5191,0.52,0.5235,0.5105,10.54K,-1.01%
1996-02-14,0.5244,0.5215,0.5275,0.513,11.37K,1.26%
1996-02-13,0.5179,0.5,0.519,0.4995,13.91K,3.68%
1996-02-12,0.4995,0.4985,0.5,0.4955,4.94K,0.18%
1996-02-09,0.4986,0.4955,0.5005,0.494,6.40K,0.59%
1996-02-08,0.4957,0.493,0.4965,0.49,7.80K,0.55%
1996-02-07,0.493,0.493,0.495,0.4885,6.15K,0.49%
1996-02-06,0.4906,0.4875,0.491,0.484,8.22K,0.51%
1996-02-05,0.4881,0.495,0.499,0.485,7.31K,-1.63%
1996-02-02,0.4962,0.493,0.4995,0.492,6.10K,0.36%
1996-02-01,0.4944,0.4945,0.506,0.493,9.45K,-4.94%
1996-01-31,0.5201,0.5125,0.5215,0.5085,28.67K,1.74%
1996-01-30,0.5112,0.501,0.512,0.5,19.00K,1.95%
1996-01-29,0.5014,0.5025,0.509,0.492,18.20K,-0.12%
1996-01-26,0.502,0.4952,0.5025,0.486,17.49K,0.86%
1996-01-25,0.4977,0.52,0.5245,0.4915,26.06K,-4.42%
1996-01-24,0.5207,0.5185,0.524,0.5155,14.76K,0.48%
1996-01-23,0.5182,0.522,0.522,0.516,8.24K,-0.73%
1996-01-22,0.522,0.523,0.523,0.515,4.84K,-0.87%
1996-01-19,0.5266,0.528,0.5295,0.5175,6.39K,-0.38%
1996-01-18,0.5286,0.524,0.5295,0.522,8.22K,1.77%
1996-01-17,0.5194,0.515,0.5215,0.51,11.57K,1.03%
1996-01-16,0.5141,0.5215,0.529,0.512,14.74K,-1.21%
1996-01-15,0.5204,0.5207,0.526,0.515,11.09K,-0.06%
1996-01-12,0.5207,0.543,0.543,0.516,17.77K,-3.38%
1996-01-11,0.5389,0.5675,0.57,0.5315,21.93K,-4.87%
1996-01-10,0.5665,0.574,0.574,0.561,12.43K,-1.27%
1996-01-09,0.5738,0.5865,0.5935,0.573,11.50K,-0.36%
1996-01-08,0.5759,0.5759,0.5759,0.5759,,0.00%
1996-01-05,0.5759,0.569,0.579,0.5685,12.79K,1.88%
1996-01-04,0.5653,0.564,0.568,0.556,6.47K,0.12%
1996-01-03,0.5646,0.57,0.5745,0.5615,9.14K,-0.84%
1996-01-02,0.5694,0.5595,0.57,0.559,6.46K,-2.87%
