Date,Price,Open,High,Low,Vol,Change %
2017-02-03,1.6651,1.6586,1.6746,1.6421,61.22K,0.81%
2017-02-02,1.6518,1.6709,1.6938,1.6491,63.84K,-1.33%
2017-02-01,1.674,1.6307,1.675,1.6247,75.09K,3.87%
2017-01-31,1.6117,1.605,1.6428,1.6,7.75K,0.31%
2017-01-30,1.6067,1.6189,1.6288,1.6046,19.99K,-0.75%
2017-01-27,1.6189,1.648,1.649,1.5981,23.59K,-1.34%
2017-01-26,1.6409,1.6166,1.6525,1.612,20.36K,1.83%
2017-01-25,1.6114,1.631,1.6361,1.6018,24.99K,-1.83%
2017-01-24,1.6415,1.6303,1.6461,1.6262,26.06K,0.92%
2017-01-23,1.6265,1.6361,1.6493,1.6205,31.90K,-1.18%
2017-01-20,1.6459,1.6197,1.6647,1.6161,42.08K,1.71%
2017-01-19,1.6183,1.6199,1.6352,1.6129,45.32K,0.57%
2017-01-18,1.6092,1.6486,1.6588,1.6044,55.90K,-2.39%
2017-01-17,1.6486,1.6526,1.6957,1.6456,70.59K,-0.84%
2017-01-16,1.6626,1.6565,1.6648,1.6455,,0.37%
2017-01-15,1.6564,1.6572,1.6584,1.6546,,0.30%
2017-01-13,1.6514,1.6758,1.6796,1.6478,56.66K,-1.44%
2017-01-12,1.6756,1.6577,1.6905,1.6523,67.20K,1.40%
2017-01-11,1.6524,1.6106,1.6723,1.6064,75.91K,2.54%
2017-01-10,1.6114,1.6379,1.6506,1.608,67.58K,-1.60%
2017-01-09,1.6376,1.7011,1.7031,1.6338,67.73K,-3.85%
2017-01-06,1.7032,1.6971,1.7146,1.6777,55.55K,0.53%
2017-01-05,1.6942,1.6897,1.7055,1.6702,58.59K,0.07%
2017-01-04,1.693,1.68,1.6986,1.665,52.73K,0.97%
2017-01-03,1.6767,1.7313,1.7647,1.6721,70.19K,-3.07%
2017-01-02,1.7298,1.729,1.7328,1.7287,,1.50%
2016-12-30,1.7043,1.7048,1.7137,1.6937,43.20K,0.04%
2016-12-29,1.7037,1.699,1.717,1.6965,17.81K,0.26%
2016-12-28,1.6993,1.7,1.7156,1.695,20.64K,-0.01%
2016-12-27,1.6994,1.6727,1.7109,1.6575,27.56K,0.91%
2016-12-26,1.684,1.6833,1.6921,1.6831,,1.27%
2016-12-23,1.6628,1.6584,1.6765,1.6428,19.22K,0.12%
2016-12-22,1.6608,1.6411,1.6675,1.6244,35.98K,1.26%
2016-12-21,1.6401,1.6775,1.6799,1.6363,37.51K,-1.72%
2016-12-20,1.6688,1.6691,1.681,1.6595,38.33K,-0.01%
2016-12-19,1.669,1.6763,1.6872,1.6598,40.20K,-0.20%
2016-12-16,1.6723,1.6502,1.6816,1.6354,44.83K,1.85%
2016-12-15,1.642,1.6387,1.6586,1.6275,47.81K,-0.09%
2016-12-14,1.6435,1.6603,1.6889,1.6368,55.00K,-1.86%
2016-12-13,1.6747,1.6705,1.6868,1.6614,60.00K,0.18%
2016-12-12,1.6717,1.6565,1.7106,1.6564,58.52K,2.09%
2016-12-09,1.6374,1.6231,1.6417,1.6197,59.77K,0.71%
2016-12-08,1.6259,1.6174,1.6358,1.6066,64.41K,0.46%
2016-12-07,1.6184,1.6381,1.6427,1.6138,71.42K,-1.19%
2016-12-06,1.6379,1.6467,1.6602,1.6272,64.72K,-1.16%
2016-12-05,1.6571,1.6561,1.6774,1.6428,70.65K,-0.06%
2016-12-02,1.6581,1.6454,1.6631,1.6239,62.59K,0.62%
2016-12-01,1.6479,1.568,1.6634,1.5659,80.62K,4.90%
2016-11-30,1.5709,1.4627,1.5809,1.46,6.16K,7.40%
2016-11-29,1.4627,1.5108,1.5113,1.4552,27.64K,-3.31%
2016-11-28,1.5128,1.4706,1.5267,1.4394,28.27K,2.91%
2016-11-25,1.47,1.5184,1.527,1.4661,13.58K,-3.61%
2016-11-24,1.5251,1.5204,1.5273,1.5137,,0.54%
2016-11-23,1.5169,1.5272,1.5482,1.5157,40.11K,-0.62%
2016-11-22,1.5263,1.5365,1.5569,1.5094,36.28K,0.12%
2016-11-21,1.5245,1.4794,1.5353,1.4631,31.97K,4.58%
2016-11-18,1.4577,1.436,1.4679,1.4316,42.18K,0.74%
2016-11-17,1.447,1.4303,1.4741,1.4292,51.90K,0.84%
2016-11-16,1.435,1.4439,1.4545,1.424,44.68K,-0.62%
2016-11-15,1.4439,1.3928,1.4529,1.3871,58.97K,4.22%
2016-11-14,1.3855,1.3983,1.4041,1.3737,50.89K,-1.12%
2016-11-11,1.4012,1.4313,1.4352,1.3874,61.16K,-2.46%
2016-11-10,1.4366,1.4424,1.452,1.4212,57.13K,-0.31%
2016-11-09,1.4411,1.4403,1.4595,1.4043,65.79K,0.00%
2016-11-08,1.4411,1.445,1.4525,1.4257,56.84K,0.03%
2016-11-07,1.4406,1.4444,1.4529,1.4251,53.79K,0.72%
2016-11-04,1.4303,1.455,1.463,1.4258,67.19K,-1.91%
2016-11-03,1.4582,1.461,1.4772,1.4484,57.32K,-0.57%
2016-11-02,1.4665,1.5117,1.517,1.4516,84.43K,-3.32%
2016-11-01,1.5169,1.5114,1.5791,1.5,141.30K,1.43%
2016-10-31,1.4955,1.5474,1.5474,1.4888,6.85K,-3.03%
2016-10-28,1.5422,1.5641,1.5681,1.5323,20.04K,-1.78%
2016-10-27,1.5701,1.5511,1.58,1.5502,19.21K,1.22%
2016-10-26,1.5511,1.5503,1.5735,1.54,25.46K,-0.77%
2016-10-25,1.5631,1.5786,1.5893,1.5487,30.55K,-1.06%
2016-10-24,1.5798,1.5797,1.5846,1.5496,23.06K,0.37%
2016-10-21,1.574,1.5625,1.5785,1.5546,30.33K,0.92%
2016-10-20,1.5596,1.5874,1.5874,1.5476,31.82K,-1.78%
2016-10-19,1.5879,1.582,1.6077,1.58,36.03K,1.23%
2016-10-18,1.5686,1.5592,1.5831,1.5514,48.67K,0.80%
2016-10-17,1.5561,1.5665,1.5718,1.5418,45.48K,-0.71%
2016-10-14,1.5673,1.5815,1.5923,1.5551,49.18K,-0.78%
2016-10-13,1.5796,1.5695,1.5887,1.5537,62.13K,0.82%
2016-10-12,1.5668,1.5914,1.5957,1.5582,57.13K,-1.29%
2016-10-11,1.5873,1.6028,1.6118,1.5756,63.00K,-1.42%
2016-10-10,1.6102,1.5772,1.6264,1.5673,54.34K,1.96%
2016-10-07,1.5793,1.5999,1.6058,1.5636,52.49K,-1.03%
2016-10-06,1.5958,1.5741,1.6016,1.563,59.13K,0.85%
2016-10-05,1.5823,1.5672,1.5923,1.565,60.73K,1.79%
2016-10-04,1.5544,1.5528,1.5674,1.5368,46.26K,0.08%
2016-10-03,1.5532,1.5357,1.5612,1.5262,50.27K,1.66%
2016-09-30,1.5279,1.5068,1.5323,1.4924,19.24K,1.17%
2016-09-29,1.5102,1.4893,1.5288,1.4752,19.24K,1.29%
2016-09-28,1.491,1.4163,1.4946,1.4102,22.61K,5.75%
2016-09-27,1.4099,1.4376,1.4457,1.3967,28.64K,-2.70%
2016-09-26,1.449,1.4113,1.4615,1.399,22.24K,2.96%
2016-09-23,1.4073,1.4494,1.4691,1.4003,26.99K,-3.23%
2016-09-22,1.4542,1.4351,1.4583,1.4315,17.38K,1.76%
2016-09-21,1.429,1.4089,1.44,1.408,27.81K,1.71%
2016-09-20,1.405,1.3945,1.4124,1.37,43.78K,0.76%
2016-09-19,1.3944,1.4116,1.4382,1.3931,48.10K,-0.76%
2016-09-16,1.4051,1.4094,1.4199,1.3955,61.64K,-0.78%
2016-09-15,1.4162,1.3888,1.4271,1.3801,58.47K,2.50%
2016-09-14,1.3817,1.4153,1.4258,1.379,66.53K,-2.90%
2016-09-13,1.4229,1.437,1.45,1.4148,69.92K,-1.29%
2016-09-12,1.4415,1.4276,1.4512,1.4039,54.29K,0.78%
2016-09-09,1.4304,1.4767,1.4772,1.4285,66.41K,-3.49%
2016-09-08,1.4822,1.4389,1.487,1.433,62.00K,3.90%
2016-09-07,1.4265,1.4124,1.44,1.4007,60.81K,1.28%
2016-09-06,1.4085,1.4059,1.4747,1.3907,56.41K,-1.22%
2016-09-05,1.4259,1.4007,1.4743,1.3986,,1.78%
2016-09-04,1.4009,1.4053,1.4078,1.4009,,-0.62%
2016-09-02,1.4096,1.3913,1.4151,1.3794,49.25K,2.00%
2016-09-01,1.3819,1.4317,1.4358,1.3767,64.45K,-2.01%
2016-08-31,1.4102,1.4615,1.4644,1.4059,7.77K,-4.14%
2016-08-30,1.4711,1.4859,1.5033,1.462,18.46K,-1.02%
2016-08-29,1.4862,1.4939,1.4959,1.4725,20.14K,-0.73%
2016-08-26,1.4972,1.5091,1.5302,1.483,24.98K,-0.81%
2016-08-25,1.5094,1.4933,1.5117,1.4766,24.79K,0.88%
2016-08-24,1.4963,1.4955,1.51,1.4825,29.11K,-0.37%
2016-08-23,1.5018,1.485,1.5146,1.4663,26.62K,1.04%
2016-08-22,1.4864,1.5143,1.5167,1.4812,29.66K,-2.18%
2016-08-19,1.5196,1.5236,1.5324,1.5028,36.04K,-0.42%
2016-08-18,1.526,1.4914,1.5297,1.4838,55.33K,2.47%
2016-08-17,1.4892,1.4572,1.4931,1.446,68.10K,1.91%
2016-08-16,1.4613,1.448,1.4672,1.438,55.42K,0.79%
2016-08-15,1.4499,1.4145,1.4559,1.4099,46.82K,2.93%
2016-08-12,1.4086,1.3809,1.4148,1.3676,48.72K,1.71%
2016-08-11,1.3849,1.3122,1.3934,1.306,85.04K,5.04%
2016-08-10,1.3184,1.3334,1.3564,1.3114,70.81K,-0.92%
2016-08-09,1.3307,1.339,1.3576,1.3268,57.13K,-0.96%
2016-08-08,1.3436,1.319,1.3529,1.3162,59.07K,2.02%
2016-08-05,1.317,1.321,1.328,1.299,67.69K,-0.67%
2016-08-04,1.3259,1.2969,1.3272,1.2697,69.45K,2.98%
2016-08-03,1.2875,1.2658,1.2979,1.2561,74.86K,2.26%
2016-08-02,1.259,1.2632,1.299,1.2466,64.03K,0.09%
2016-08-01,1.2579,1.3031,1.3141,1.2505,67.00K,-1.42%
2016-07-29,1.276,1.2727,1.2811,1.2575,59.66K,0.44%
2016-07-28,1.2704,1.2992,1.3045,1.2694,20.68K,-1.90%
2016-07-27,1.295,1.3149,1.3304,1.2915,25.18K,-2.34%
2016-07-26,1.326,1.3225,1.335,1.3118,26.32K,0.24%
2016-07-25,1.3228,1.3598,1.3624,1.3195,33.99K,-2.52%
2016-07-22,1.357,1.3676,1.3784,1.34,26.55K,-1.00%
2016-07-21,1.3707,1.4085,1.4162,1.3687,29.07K,-2.47%
2016-07-20,1.4054,1.3839,1.419,1.3705,37.42K,1.54%
2016-07-19,1.3841,1.382,1.4073,1.3718,38.18K,0.46%
2016-07-18,1.3778,1.4015,1.4081,1.3618,45.55K,-1.40%
2016-07-15,1.3974,1.4022,1.4283,1.3868,52.92K,-0.64%
2016-07-14,1.4064,1.3882,1.4165,1.3853,55.85K,1.85%
2016-07-13,1.3809,1.4534,1.4542,1.3776,74.17K,-5.62%
2016-07-12,1.4632,1.4174,1.4736,1.415,73.35K,3.31%
2016-07-11,1.4163,1.4116,1.4311,1.3959,56.21K,0.28%
2016-07-08,1.4123,1.4142,1.432,1.3989,60.06K,0.12%
2016-07-07,1.4106,1.4893,1.5027,1.4009,78.44K,-4.11%
2016-07-06,1.4711,1.453,1.4927,1.4289,72.09K,1.76%
2016-07-05,1.4456,1.5174,1.5258,1.4333,68.36K,-3.62%
2016-07-04,1.4999,1.5159,1.526,1.4957,,-1.07%
2016-07-03,1.5161,1.516,1.5204,1.5148,,0.30%
2016-07-01,1.5115,1.4918,1.5225,1.4731,59.38K,1.81%
2016-06-30,1.4847,1.5215,1.5215,1.4661,6.02K,-3.18%
2016-06-29,1.5335,1.4758,1.5354,1.4758,20.17K,4.24%
2016-06-28,1.4711,1.4378,1.4786,1.436,23.87K,2.93%
2016-06-27,1.4292,1.4695,1.4725,1.415,28.14K,-1.79%
2016-06-24,1.4553,1.5252,1.5297,1.4384,41.20K,-4.29%
2016-06-23,1.5206,1.5,1.525,1.496,32.96K,1.05%
2016-06-22,1.5048,1.5255,1.5353,1.4825,45.47K,-0.78%
2016-06-21,1.5167,1.5212,1.53,1.4874,41.22K,-0.70%
2016-06-20,1.5274,1.4851,1.5282,1.4849,42.24K,3.08%
2016-06-17,1.4817,1.4201,1.4888,1.4193,54.68K,4.13%
2016-06-16,1.4229,1.4668,1.4742,1.4165,57.61K,-3.71%
2016-06-15,1.4778,1.4856,1.5024,1.4636,57.30K,-1.61%
2016-06-14,1.502,1.5061,1.5077,1.4846,45.44K,-0.83%
2016-06-13,1.5145,1.5161,1.527,1.4939,52.47K,-0.10%
2016-06-10,1.516,1.5522,1.5547,1.5111,56.30K,-2.27%
2016-06-09,1.5512,1.574,1.5848,1.5437,63.13K,-1.23%
2016-06-08,1.5705,1.5408,1.5772,1.5372,82.44K,1.88%
2016-06-07,1.5415,1.5052,1.5435,1.5001,67.64K,2.55%
2016-06-06,1.5031,1.4905,1.5092,1.4879,58.05K,1.01%
2016-06-03,1.4881,1.5054,1.5153,1.481,66.26K,-1.37%
2016-06-02,1.5088,1.503,1.5298,1.483,84.87K,0.66%
2016-06-01,1.4989,1.4917,1.5074,1.4662,69.55K,0.09%
2016-05-31,1.4975,1.4959,1.525,1.4793,8.56K,-1.16%
2016-05-30,1.5151,1.5013,1.521,1.4848,,0.91%
2016-05-29,1.5015,1.5032,1.5048,1.5013,,0.50%
2016-05-27,1.494,1.499,1.5076,1.4778,23.23K,-0.49%
2016-05-26,1.5013,1.5128,1.5195,1.4873,21.69K,-0.75%
2016-05-25,1.5127,1.5071,1.5208,1.4926,28.98K,1.61%
2016-05-24,1.4887,1.479,1.5087,1.4634,31.39K,0.76%
2016-05-23,1.4775,1.4919,1.4919,1.4657,33.95K,-0.84%
2016-05-20,1.49,1.4738,1.5015,1.468,39.91K,0.76%
2016-05-19,1.4788,1.475,1.4807,1.4397,37.21K,-0.29%
2016-05-18,1.4831,1.4719,1.52,1.4489,81.37K,1.07%
2016-05-17,1.4674,1.445,1.4791,1.4356,62.38K,1.90%
2016-05-16,1.4401,1.4006,1.4579,1.3995,63.78K,2.64%
2016-05-13,1.4031,1.392,1.4099,1.3758,62.41K,0.65%
2016-05-12,1.394,1.3944,1.4043,1.3675,63.58K,-0.19%
2016-05-11,1.3967,1.3431,1.3999,1.3235,73.72K,4.43%
2016-05-10,1.3375,1.2826,1.3443,1.2801,65.05K,3.98%
2016-05-09,1.2863,1.3498,1.3639,1.2814,67.45K,-3.81%
2016-05-06,1.3373,1.3341,1.3583,1.3047,64.04K,0.65%
2016-05-05,1.3287,1.3425,1.38,1.3194,61.35K,0.04%
2016-05-04,1.3282,1.3428,1.3626,1.314,59.35K,-0.39%
2016-05-03,1.3334,1.3582,1.37,1.3219,58.49K,-1.63%
2016-05-02,1.3555,1.3792,1.3939,1.3495,56.67K,-1.63%
2016-04-29,1.3779,1.4066,1.4125,1.373,7.39K,-1.90%
2016-04-28,1.4046,1.3799,1.4084,1.3711,19.17K,1.82%
2016-04-27,1.3795,1.3488,1.3832,1.3392,23.30K,3.53%
2016-04-26,1.3325,1.2997,1.352,1.29,26.88K,3.27%
2016-04-25,1.2903,1.314,1.3235,1.2875,25.13K,-1.42%
2016-04-22,1.3089,1.3095,1.3356,1.3007,23.96K,0.70%
2016-04-21,1.2998,1.3313,1.3424,1.2983,32.56K,-2.43%
2016-04-20,1.3322,1.2659,1.334,1.2375,31.64K,5.46%
2016-04-19,1.2632,1.2434,1.2813,1.232,36.02K,2.21%
2016-04-18,1.2359,1.1874,1.2548,1.1704,54.20K,0.30%
2016-04-15,1.2322,1.2562,1.2616,1.2046,59.80K,-1.76%
2016-04-14,1.2543,1.266,1.2818,1.2491,42.62K,-0.89%
2016-04-13,1.2656,1.2712,1.2907,1.261,64.59K,-0.81%
2016-04-12,1.2759,1.2147,1.2846,1.2093,63.74K,5.04%
2016-04-11,1.2147,1.197,1.2271,1.1844,58.06K,1.19%
2016-04-08,1.2004,1.1334,1.2075,1.1308,76.16K,6.64%
2016-04-07,1.1257,1.1425,1.1572,1.1054,59.84K,-1.28%
2016-04-06,1.1403,1.0839,1.145,1.0823,67.09K,6.11%
2016-04-05,1.0746,1.0861,1.0879,1.0668,49.62K,-1.31%
2016-04-04,1.0889,1.1323,1.1393,1.0843,58.07K,-3.78%
2016-04-01,1.1317,1.1863,1.1924,1.1292,58.81K,-4.48%
2016-03-31,1.1848,1.16,1.1905,1.1547,6.80K,2.16%
2016-03-30,1.1597,1.1685,1.2012,1.1563,22.25K,0.36%
2016-03-29,1.1555,1.1797,1.1839,1.14,20.19K,-2.08%
2016-03-28,1.1801,1.1955,1.2125,1.1688,25.08K,-1.49%
2016-03-24,1.1979,1.2058,1.2125,1.1752,32.83K,-0.51%
2016-03-23,1.204,1.2491,1.2492,1.2015,27.74K,-3.84%
2016-03-22,1.2521,1.2382,1.2606,1.2274,25.81K,1.19%
2016-03-21,1.2374,1.2465,1.2559,1.2201,32.96K,-0.14%
2016-03-18,1.2391,1.2541,1.2762,1.2365,42.51K,-1.23%
2016-03-17,1.2545,1.2295,1.258,1.2276,33.93K,1.89%
2016-03-16,1.2312,1.1867,1.234,1.1779,43.02K,4.54%
2016-03-15,1.1777,1.2012,1.2033,1.1616,37.09K,-1.57%
2016-03-14,1.1965,1.2164,1.2216,1.1715,46.25K,-1.77%
2016-03-11,1.218,1.2219,1.2411,1.2142,42.66K,0.16%
2016-03-10,1.2161,1.228,1.2316,1.2096,47.63K,-1.35%
2016-03-09,1.2327,1.1996,1.2399,1.1995,53.85K,2.72%
2016-03-08,1.2,1.2236,1.2425,1.1946,57.39K,-1.84%
2016-03-07,1.2225,1.1676,1.2273,1.1597,61.72K,5.27%
2016-03-04,1.1613,1.1217,1.1665,1.1137,53.94K,3.67%
2016-03-03,1.1202,1.1098,1.13,1.0992,55.58K,1.24%
2016-03-02,1.1065,1.0921,1.125,1.0866,55.49K,0.64%
2016-03-01,1.0995,1.097,1.118,1.0843,46.53K,2.18%
2016-02-29,1.076,1.0565,1.0926,1.045,7.36K,2.36%
2016-02-26,1.0512,1.062,1.1107,1.0477,20.52K,-1.76%
2016-02-25,1.07,1.0535,1.0794,1.025,21.16K,1.00%
2016-02-24,1.0594,1.0175,1.0624,1.0005,30.54K,3.65%
2016-02-23,1.0221,1.0542,1.0694,1.0117,28.40K,-3.13%
2016-02-22,1.0551,1.0316,1.0759,1.0246,33.05K,2.89%
2016-02-19,1.0255,1.0775,1.0822,1.0217,33.39K,-4.98%
2016-02-18,1.0792,1.0992,1.1155,1.07,39.25K,-0.80%
2016-02-17,1.0879,1.032,1.0995,1.0155,53.08K,5.93%
2016-02-16,1.027,1.0577,1.1145,1.0227,69.41K,-3.93%
2016-02-15,1.069,1.0585,1.0791,1.0547,,1.04%
2016-02-14,1.058,1.0571,1.0596,1.0528,,-1.06%
2016-02-12,1.0693,1.0049,1.0739,1.0044,62.34K,9.21%
2016-02-11,0.9791,0.9773,1.0146,0.961,58.51K,0.43%
2016-02-10,0.9749,0.9891,1.0035,0.9672,60.44K,0.00%
2016-02-09,0.9749,1.051,1.0581,0.972,70.59K,-6.83%
2016-02-08,1.0464,1.0619,1.0806,1.0409,61.57K,-1.19%
2016-02-05,1.059,1.0772,1.0873,1.0542,59.56K,-1.99%
2016-02-04,1.0805,1.095,1.1181,1.0622,68.92K,0.18%
2016-02-03,1.0786,1.0065,1.0944,1.0025,63.49K,6.70%
2016-02-02,1.0109,1.0405,1.0462,0.9859,64.27K,-2.47%
2016-02-01,1.0365,1.0836,1.0865,1.0246,64.11K,-1.76%
2016-01-29,1.0551,1.0477,1.0657,1.0279,6.46K,2.35%
2016-01-28,1.0309,1.022,1.0956,1.0142,23.47K,0.56%
2016-01-27,1.0252,0.9551,1.0309,0.9521,19.02K,5.94%
2016-01-26,0.9677,0.9253,0.9903,0.9026,27.46K,3.46%
2016-01-25,0.9353,1,1.014,0.9236,30.07K,-6.07%
2016-01-22,0.9957,0.9095,1,0.9018,31.24K,10.94%
2016-01-21,0.8975,0.8657,0.9267,0.8487,29.76K,3.67%
2016-01-20,0.8657,0.9047,0.9152,0.8538,49.79K,-4.73%
2016-01-19,0.9087,0.9324,0.9553,0.9055,60.20K,-1.38%
2016-01-18,0.9214,0.9186,0.9454,0.9084,,0.35%
2016-01-17,0.9182,0.9278,0.9278,0.9088,,-1.72%
2016-01-15,0.9343,0.9869,0.987,0.9328,68.11K,-4.74%
2016-01-14,0.9808,0.966,0.99,0.9537,56.76K,1.18%
2016-01-13,0.9694,0.988,1.0061,0.9597,55.59K,-2.09%
2016-01-12,0.9901,1.008,1.0373,0.9837,63.37K,-2.44%
2016-01-11,1.0149,1.0478,1.053,1.0066,66.65K,-3.54%
2016-01-08,1.0521,1.0669,1.0853,1.0347,68.15K,-1.27%
2016-01-07,1.0656,1.0907,1.1005,1.0454,70.90K,-1.40%
2016-01-06,1.0807,1.1309,1.1393,1.072,75.10K,-3.96%
2016-01-05,1.1253,1.1346,1.1481,1.1191,63.05K,-0.10%
2016-01-04,1.1264,1.1375,1.1827,1.1125,66.47K,2.33%
2015-12-31,1.1007,1.08,1.1247,1.0704,48.63K,2.00%
2015-12-30,1.0791,1.1186,1.1245,1.0779,15.63K,-4.46%
2015-12-29,1.1295,1.086,1.1388,1.0854,20.07K,3.59%
2015-12-28,1.0904,1.1009,1.116,1.082,17.64K,-0.95%
2015-12-24,1.1009,1.1308,1.135,1.095,16.36K,-1.64%
2015-12-23,1.1192,1.0914,1.1348,1.09,25.76K,2.91%
2015-12-22,1.0876,1.0967,1.1134,1.084,34.42K,-1.16%
2015-12-21,1.1004,1.1055,1.1126,1.0813,30.86K,-0.61%
2015-12-18,1.1071,1.1065,1.1448,1.0911,51.25K,0.16%
2015-12-17,1.1053,1.1204,1.1384,1.0995,46.04K,-0.62%
2015-12-16,1.1122,1.1379,1.1596,1.1066,71.47K,-3.01%
2015-12-15,1.1467,1.1211,1.1914,1.1124,68.59K,1.68%
2015-12-14,1.1277,1.145,1.1585,1.0874,81.50K,-1.56%
2015-12-11,1.1456,1.2155,1.2179,1.1367,94.66K,-6.49%
2015-12-10,1.2251,1.2475,1.2544,1.214,65.68K,-1.11%
2015-12-09,1.2389,1.2557,1.2749,1.2277,62.40K,-1.61%
2015-12-08,1.2592,1.2802,1.2893,1.2462,60.13K,-1.59%
2015-12-07,1.2796,1.3494,1.3512,1.2759,74.86K,-4.68%
2015-12-04,1.3424,1.369,1.3839,1.3279,57.16K,-1.19%
2015-12-03,1.3586,1.3149,1.3924,1.3149,88.46K,4.12%
2015-12-02,1.3049,1.3605,1.3741,1.3033,91.03K,-4.68%
2015-12-01,1.369,1.3613,1.3898,1.3516,79.94K,2.40%
2015-11-30,1.3369,1.356,1.3869,1.3217,6.88K,-1.15%
2015-11-27,1.3524,1.4027,1.403,1.35,12.08K,-1.89%
2015-11-26,1.3785,1.4037,1.4053,1.3658,,-1.73%
2015-11-25,1.4027,1.3967,1.4079,1.3743,23.69K,0.21%
2015-11-24,1.3997,1.3801,1.4131,1.3774,31.11K,1.85%
2015-11-23,1.3743,1.3651,1.4041,1.3454,33.56K,0.22%
2015-11-20,1.3713,1.3775,1.3965,1.3624,37.12K,-0.04%
2015-11-19,1.3718,1.3807,1.3971,1.3688,38.13K,-0.62%
2015-11-18,1.3804,1.3814,1.4028,1.3632,41.32K,0.90%
2015-11-17,1.3681,1.3926,1.405,1.3663,56.92K,-1.23%
2015-11-16,1.3851,1.3865,1.3989,1.3508,52.05K,0.28%
2015-11-13,1.3813,1.4069,1.4279,1.3773,53.96K,-1.80%
2015-11-12,1.4066,1.4521,1.465,1.4057,69.55K,-2.84%
2015-11-11,1.4477,1.4776,1.4986,1.4435,55.67K,-2.61%
2015-11-10,1.4865,1.4795,1.5011,1.4682,50.69K,0.62%
2015-11-09,1.4774,1.4958,1.522,1.4745,65.69K,-0.82%
2015-11-06,1.4896,1.4891,1.5121,1.4812,65.46K,0.16%
2015-11-05,1.4872,1.5187,1.5196,1.4857,55.31K,-1.08%
2015-11-04,1.5035,1.5678,1.5816,1.5019,75.79K,-3.99%
2015-11-03,1.566,1.5092,1.5796,1.5037,82.22K,3.92%
2015-11-02,1.5069,1.5129,1.5271,1.4951,47.60K,0.50%
2015-10-30,1.4994,1.4675,1.5071,1.4675,55.90K,1.67%
2015-10-29,1.4748,1.483,1.4956,1.4677,16.28K,-0.61%
2015-10-28,1.4839,1.43,1.4971,1.4232,20.67K,4.18%
2015-10-27,1.4244,1.4272,1.4346,1.4079,29.41K,-0.11%
2015-10-26,1.4259,1.4562,1.4594,1.4235,30.18K,-1.96%
2015-10-23,1.4544,1.4764,1.491,1.45,36.84K,-0.72%
2015-10-22,1.465,1.452,1.48,1.4506,28.43K,1.03%
2015-10-21,1.45,1.4427,1.4618,1.4295,32.22K,0.09%
2015-10-20,1.4487,1.4579,1.4628,1.4311,32.58K,-0.03%
2015-10-19,1.4491,1.4953,1.5024,1.4481,41.52K,-3.17%
2015-10-16,1.4966,1.4956,1.5044,1.4726,37.34K,0.69%
2015-10-15,1.4863,1.4796,1.4989,1.4492,59.40K,0.20%
2015-10-14,1.4833,1.4766,1.4937,1.4681,47.84K,0.85%
2015-10-13,1.4708,1.5156,1.5215,1.4685,78.51K,-2.10%
2015-10-12,1.5024,1.5907,1.608,1.5005,78.23K,-5.56%
2015-10-09,1.5909,1.607,1.6379,1.5789,66.74K,-0.68%
2015-10-08,1.6018,1.5911,1.6139,1.5697,57.19K,1.41%
2015-10-07,1.5796,1.6191,1.6344,1.5774,66.80K,-1.98%
2015-10-06,1.6115,1.5482,1.6189,1.5384,60.36K,4.08%
2015-10-05,1.5483,1.5243,1.5682,1.5131,50.81K,1.87%
2015-10-02,1.5199,1.527,1.5418,1.4908,62.71K,0.01%
2015-10-01,1.5198,1.5395,1.5817,1.5179,75.47K,0.48%
2015-09-30,1.5126,1.5001,1.5193,1.4949,6.30K,1.00%
2015-09-29,1.4976,1.4775,1.516,1.4762,19.43K,1.38%
2015-09-28,1.4772,1.5157,1.5168,1.4742,24.59K,-2.98%
2015-09-25,1.5225,1.5282,1.5457,1.5046,27.74K,-0.08%
2015-09-24,1.5237,1.5156,1.5302,1.5014,19.59K,1.20%
2015-09-23,1.5056,1.5344,1.578,1.5034,30.78K,-1.72%
2015-09-22,1.532,1.5092,1.5364,1.4802,36.78K,1.19%
2015-09-21,1.514,1.4921,1.5242,1.4891,35.53K,1.56%
2015-09-18,1.4907,1.5373,1.5494,1.4838,47.49K,-2.55%
2015-09-17,1.5297,1.5572,1.5572,1.5111,43.68K,-0.76%
2015-09-16,1.5414,1.5041,1.5638,1.4957,52.04K,2.76%
2015-09-15,1.5,1.511,1.516,1.4889,47.69K,-0.23%
2015-09-14,1.5035,1.5464,1.5531,1.5012,48.00K,-3.00%
2015-09-11,1.55,1.5694,1.5804,1.5259,52.89K,-1.57%
2015-09-10,1.5747,1.5402,1.5779,1.5226,51.87K,2.35%
2015-09-09,1.5386,1.5933,1.6043,1.5362,64.32K,-3.46%
2015-09-08,1.5938,1.5928,1.6041,1.5523,59.46K,1.74%
2015-09-07,1.5666,1.5885,1.5936,1.553,,-1.38%
2015-09-06,1.5885,1.5889,1.5916,1.5874,,-0.47%
2015-09-04,1.596,1.6165,1.6298,1.5874,52.54K,-1.41%
2015-09-03,1.6188,1.6092,1.6643,1.5926,56.86K,0.60%
2015-09-02,1.6092,1.5594,1.6222,1.5419,64.87K,1.98%
2015-09-01,1.5779,1.6722,1.6762,1.5528,80.26K,-5.72%
2015-08-31,1.6736,1.564,1.6865,1.5326,6.73K,6.17%
2015-08-28,1.5764,1.5045,1.5997,1.48,22.93K,5.37%
